"English Title","China Runtime","Converted Runtime","China Release"
"Batman Unlimited: Monster Mayhem",01:20:08,80,
"In search of Fellini",01:42:44,102,"null"
"McFarland, USA",02:03:30,123,
"Prince of Persia: The Sands of Time",01:55:53,115,"5/28/10"
"The Lone Ranger",02:29:33,149,5/13/10
"Think Like a Man",02:02:03,122,
"Draft Day",01:50:00,110,
"Undrafted",01:40:00,100,
"DC Super Hero Girls",01:16:14,76,
"Bullet to the Head",01:26:25,86,9/13/07
"Disaster Movie",01:27:00,87,
"Batman: Return of the Caped Crusaders",01:18:14,78,
"Armored",01:24:12,84,12/11/04
"A Kind of Murder",01:31:33,91,
"Abraham Lincoln: Vampire Hunter",01:40:40,100,
"Season of the Witch",01:34:44,94,"8/19/11"
"Eat Pray Love",02:25:39,145,
"Max Payne",01:34:09,94,"10/17/08"
"Elimination",01:24:26,84,
"Lost in the Sun",01:33:07,93,
"MIKE TYSON: UNDISPUTED TRUTH",01:26:08,86,
"The Social Network",02:00:27,120,
"Due Date",01:34:01,94,
"Under the Sea",40:49:00,2449,
"Lincoln",02:29:56,149,
"Bitch Slap",01:34:00,94,
"Mirror Mirror",01:46:02,106,1/12/06
"Planes",01:27:48,87,
"Barefoot",01:29:34,89,
"Thunderstruck",01:33:54,93,
"Oz: The Great and Powerful",02:10:30,130,"3/29/13"
"The Change-Up",01:49:20,109,4/11/08
"Rabbit Hole",01:31:29,91,
"Fathers and Daughters",01:56:33,116,
"Jack The Giant Killer",01:27:10,87,
"Finding Vivian Maier",01:24:08,84,
"Wiener Dog Internationals",01:32:29,92,"null"
"Batman: The Dark Knight Returns, Part 2",01:15:49,75,
"I Am Number Four",01:49:35,109,"2/26/11"
"500 Days of Summer",01:31:09,91,
"The Expatriate",01:40:22,100,
"Seven Pounds",01:57:43,117,
"Machete",01:42:16,102,
"Julie &amp+ Julia",02:03:12,123,
"Burn After Reading",01:35:30,95,
"Men in the city",01:42:42,102,
"Two Lovers",01:49:08,109,
"American Wrestler: The Wizard",01:48:35,108,
"Man of Tai Chi",01:40:58,100,5/13/07
"Paranormal Activity 3",01:33:59,93,"10/21/11"
"Arlo: The Burping Pig",01:19:41,79,"null"
"The Family",01:46:26,106,7/14/03
"Sleepwalkers",01:31:01,91,"null"
"Death in the Desert",01:17:53,77,
"silent kingdom",25:02:00,1502,"null"
"avengers grimm",01:25:36,85,
"A Perfect Getaway",01:33:01,93,
"Body of Lies",02:08:18,128,
"About Cherry",01:24:54,84,
"The Day The Earth Stopped",01:28:04,88,9/8/12
"The Hangover 2",01:37:27,97,
"Dekiru: The Three Stones",01:23:36,83,"null"
"Joy",02:04:01,124,"null"
"The Lucky One",01:40:50,100,
"Trust",01:45:24,105,
"Planes: Fire and Rescue",01:20:06,80,
"Men, Women & Children",01:57:28,117,
"In the Name of the King III",01:25:53,85,
"Underworld: Rise of the Lycans",01:32:24,92,
"Pathfinders: In the Company of Strangers",01:31:42,91,
"Percy Jackson & the Olympians: The Sea of Monsters",01:46:30,106,
"Jack the Giant Slayer",01:54:21,114,"3/25/13"
"The Normal Heart",02:05:03,125,
"Sherlock Holmes: A Game of Shadows",02:08:44,128,"1/15/12"
"You Don't Know Jack",02:14:28,134,
"Justice League: The Flashpoint Paradox",01:21:15,81,
"The Other Woman",01:44:31,104,
"Pain and Gain",02:03:59,123,
"Unknown",01:53:12,113,1/11/11
"The Chronicles of Narnia: Prince Caspian",02:29:58,149,6/8/06
"Jack Reacher",02:05:04,125,"2/16/13"
"Inherent Vice",02:20:45,140,
"Contagion",01:46:25,106,
"Cloudy with a Chance of Meatballs",01:29:51,89,"9/30/10"
"Pixies",01:17:34,77,
"Book of Life",01:31:21,91,
"Drones",01:19:34,79,
"DC Super Hero Girls: Intergalactic Games",01:13:48,73,"null"
"Labor Day",01:51:13,111,
"The Bourne Legacy",02:15:02,135,"10/25/12"
"Rango",01:51:50,111,
"LEGO: DC Super Heroes: Justice League: Attack of the Legion of Doom!",01:17:01,77,
"Total Recall",01:52:54,112,"10/20/12"
"Izzie's Way Home",01:17:13,77,"null"
"Goat",01:36:20,96,
"Midnight Special",01:51:55,111,
"The Book of Eli",01:57:34,117,
"Exposed",01:37:56,97,
"Crazy, Stupid, Love",01:51:02,111,
"The Ward",01:28:55,88,
"Drive Angry",01:34:39,94,"9/15/11"
"Star Trek",02:06:50,126,"5/15/09"
"Lego Scooby-Doo!: Haunted Hollywood",01:15:14,75,
"Paranormal Activity: The Marked Ones",01:19:15,79,
"Air",01:20:49,80,
"Fright Night",01:45:56,105,
"Surrogates",01:28:36,88,
"Devil",01:20:19,80,
"Cats & Dogs: The Revenge of Kitty Galore",01:22:21,82,
"The Queen of Katwe",01:59:09,119,
"Justice League: War",01:19:27,79,
"G-Force",01:28:16,88,"11/24/09"
"Scooby-Doo! Shaggy's Showdown",01:16:43,76,
"The Time Traveler",01:47:25,107,
"Wild Child",01:38:26,98,
"There's Always Woodstock",01:36:41,96,
"Shanghai",01:47:28,107,"6/17/10"
"Richard the Lionheart: Rebellion",01:34:24,94,"null"
"Paranormal Activity 2",01:27:21,87,
"Left Behind",01:50:09,110,"2/26/16"
"10,000 BC",01:48:55,108,"3/21/08"
"Night at the Museum: Battle of the Smithsonian",01:44:43,104,"5/26/09"
"Ghosts of the Pacific",01:39:30,99,
"Salvation",01:38:23,98,"null"
"Sex, Marriage and Infidelity",01:37:36,97,"null"
"misfire",01:25:05,85,"null"
"Monsters University",01:39:29,99,"8/23/13"
"Rio",01:35:57,95,8/11/04
"500 MPH Storm",01:26:58,86,
"Everybody's Fine",01:39:19,99,
"Starship Troopers 3: Marauder",01:38:44,98,
"Frankenweenie",01:26:57,86,
"Taking Chance",01:17:27,77,
"Carriers",01:21:05,81,4/9/09
"Lake Placid 3",01:27:41,87,
"Chef",01:49:54,109,
"Punisher: War Zone",01:42:42,102,
"SEAL Team VI",01:37:35,97,
"Clash of the Titans",01:46:07,106,"4/16/10"
"Puss in Boots",01:26:33,86,
"Megamind",01:31:37,91,
"Batman: Bad Blood",01:12:37,72,
"Hancock",01:28:20,88,2/8/07
"The Legend of Hercules",01:34:47,94,11/14/04
"Daddy's Home",01:32:05,92,
"Green Zone",01:54:38,114,
"Revolutionary Road",01:53:17,113,
"A Good Day to Die Hard",01:33:33,93,"3/14/13"
"Ender's Game",01:53:41,113,7/14/01
"After.Life",01:37:33,97,
"Nocturnal Animals",01:50:25,110,
"Code of Honor",01:44:40,104,
"Lady Bloodfight",01:39:31,99,
"The Trust",01:27:30,87,
"Daybreakers",01:21:16,81,
"Unforgettable",01:34:30,94,
"The Bounce Back",01:39:46,99,
"The Butterfly Effect 3: Revelations",01:27:29,87,
"Inside Job",01:43:48,103,
"Blind",01:42:41,102,"null"
"Gulliver",01:21:10,81,
"Falling Overnight",01:28:37,88,
"The Hobbit: The Desolation of Smaug",03:06:35,186,"2/21/14"
"Lego Scooby-Doo! Blowout Beach Bash",01:13:44,73,"null"
"The Black Hole",01:46:24,106,
"2Survive",01:36:06,96,
"Ice Age 3",01:34:03,94,8/9/07
"Predators",01:42:27,102,7/10/07
"Nanny McPhee Returns",01:49:12,109,
"Furious 6",02:09:25,129,"7/26/13"
"African Cats",01:25:38,85,"4/22/11"
"Victory By Submission",02:04:15,124,"null"
"Coherence",01:27:18,87,
"Dutch.Kills",01:31:58,91,"null"
"The Veil",01:25:42,85,"null"
"Chronicle",01:29:31,89,
"Inglorious Bastards",02:32:59,152,
"This Is It",01:51:18,111,"10/28/09"
"The Hunger Games: Catching Fire",02:26:14,146,"11/21/13"
"Mission: Impossible - Ghost Protocol",02:12:56,132,"1/28/12"
"Zoolander 2",01:37:35,97,
"Green Lantern",02:03:39,123,"10/20/11"
"Teen Titans: The Judas Contract",01:20:41,80,
"The Secret Life of Walter Mitty",01:54:50,114,
"12 Years a Slave",02:13:46,133,
"The Princess and the Frog",01:33:26,93,
"Madagascar 3: Europe",01:29:35,89,8/12/06
"White House Down",02:05:57,125,"7/22/13"
"Olympus Has Fallen",01:53:40,113,"12/29/13"
"Brave",01:33:37,93,"6/19/12"
"The Day the Earth Stood Still",01:43:25,103,
"The Amazing Spider-Man",02:16:17,136,"8/27/12"
"Between two worlds",01:38:45,98,
"METAL MAN",01:26:15,86,
"The Man From U.N.C.L.E.",01:56:22,116,
"The Condemned 2",01:30:12,90,
"Star Trek Into Darkness",02:12:05,132,"5/28/13"
"Watchmen",03:27:24,207,
"World Invasion: Battle LA",01:51:18,111,"3/18/11"
"G.I. Joe: Rise of Cobra",01:57:59,117,7/9/08
"X-Men: Days of Future Past",02:05:11,125,"5/23/14"
"Everything, Everything",01:32:31,92,
"Fast & Furious",01:46:29,106,"4/15/09"
"Noah",02:17:52,137,
"Arachnicide",01:34:59,94,"null"
"Faster",01:33:48,93,
"Run All Night",01:49:36,109,
"Man of Steel",02:23:02,143,"6/20/13"
"Thor",01:50:01,110,8/11/05
"How to Train Your Dragon",01:37:51,97,"5/14/10"
"Prometheus",02:03:44,123,2/12/09
"Cabin in the Woods",01:34:39,94,"4/13/12"
"Killer Elite",01:56:02,116,"2/17/12"
"Army dog",01:27:17,87,"null"
"Gravity",01:30:58,90,"11/19/13"
"Sinister Squad",01:30:15,90,
"Lego DC Comics Super Heroes: Justice League - Cosmic Clash",01:18:28,78,
"The Incredible Hulk",01:52:15,112,"8/20/08"
"Rise of the Apes",01:44:56,104,"10/28/11"
"Collateral Beauty",01:32:38,92,
"Justice League vs. Teen Titans",01:19:07,79,
"Ghostline",01:25:27,85,"null"
"Pirates of the Caribbean: On Stranger Tides",02:16:24,136,"5/20/11"
"The Maze Runner",01:53:26,113,"10/28/14"
"Unnatural",01:28:20,88,"null"
"Rio 2",01:36:59,96,11/14/04
"Harry Potter and the Deathly Hallows: Part I",02:26:05,146,"11/19/10"
"Like Sunday, Like Rain",01:44:01,104,
"Despicable Me",01:34:39,94,
"Thor: The Dark World",01:52:03,112,8/13/11
"Rememory",01:51:48,111,"null"
"Exodus: Gods and Kings",02:30:49,150,
"The Boy in the Striped Pyjamas",01:34:29,94,
"The Hobbit: An Unexpected Journey",02:49:37,169,"2/22/13"
"Tom and Jerry & The Lost Dragon",56:36:00,3396,
"Crawlspace",01:27:56,87,
"Jackie",01:39:51,99,"1/19/18"
"Quarantine",01:29:15,89,
"Mega Shark vs Crocosaurus",01:27:43,87,
"Into the Woods",01:59:33,119,
"District 9",01:52:13,112,"11/26/09"
"Lost in Florence",01:35:57,95,"null"
"Vacation",01:38:58,98,
"I, Frankenstein",01:28:22,88,"5/26/15"
"Champs",01:30:42,90,
"WALL-E",01:34:08,94,
"Coraline",01:39:42,99,
"Batman: The Killing Joke",01:16:35,76,
"Journey 2: The Mysterious Island",01:34:10,94,10/12/02
"Men in Black III",01:45:50,105,"5/25/12"
"Unthinkable",01:37:07,97,10/11/07
"Independents' Day",01:31:30,91,7/16/06
"The Curse of Sleeping Beauty",01:25:51,85,
"Life of Pi",02:06:58,126,"11/22/12"
"Twilight 4 - I",01:57:08,117,"10/23/12"
"Paranormal Activity 5",01:24:29,84,
"Gearheads",01:22:35,82,"null"
"Splice",01:37:14,97,
"Approaching the Unknown",01:26:35,86,3/16/06
"Little Boy",01:42:01,102,
"Now You See Me",02:04:42,124,10/13/10
"Sugar Mountain",01:37:18,97,
"Check Point",01:33:32,93,7/17/03
"A Place in the Caribbean",01:54:00,114,"null"
"The Cove",01:30:51,90,
"Detachment",01:33:10,93,
"The Big Short",02:03:39,123,
"War Pigs",01:24:09,84,
"The Avengers",02:22:55,142,5/12/05
"X-Men Origins: Wolverine",01:47:23,107,3/9/05
"Heist",01:31:54,91,8/17/12
"Beyond Valkyrie: Dawn of the 4th Reich",01:36:19,96,
"Black Butterfly",01:28:52,88,
"Harry Potter and the Half-Blood Prince",02:33:31,153,"7/15/09"
"Teenage Mutant Ninja Turtles",01:41:17,101,"10/31/14"
"No Escape",01:41:36,101,2/15/09
"Maleficent",01:33:24,93,"6/20/14"
"Southpaw",02:03:50,123,2/16/09
"The Curious Case of Benjamin Button",02:46:03,166,
"The Finest Hours",01:52:26,112,
"The Beguiled",01:32:53,92,
"Tom and Jerry: Spy Quest",01:12:51,72,
"Infected (I)",01:32:09,92,
"The Hobbit: The Battle of the Five Armies",02:24:24,144,"1/23/15"
"Batman and Harley Quinn",01:11:07,71,"null"
"Alien Strain",01:21:48,81,
"Farewell Atlantis",02:37:49,157,"11/13/09"
"Jack Reacher: Never Go Back",01:53:32,113,
"Seventh Son",01:38:08,98,"1/16/15"
"Captain America: The Winter Soldier",02:15:52,135,4/14/04
"The Amazing Spider-Man 2",02:21:32,141,4/14/05
"Man Down",01:29:19,89,"10/30/15"
"Skin Trade",01:35:43,95,
"Dawn of the Planet of the Apes",02:05:00,125,"8/29/14"
"Shutter Island",02:18:05,138,
"American Ultra",01:35:25,95,"4/15/16"
"The DUFF",01:41:13,101,
"The Expendables 2",01:42:17,102,4/12/09
"Escape Plan",01:55:34,115,4/13/11
"Maggie",01:35:08,95,
"Inception",02:28:08,148,1/10/09
"Red 2",01:55:17,115,"11/15/13"
"Kill for me",01:23:01,83,"null"
"Manchester By The Sea",02:17:20,137,
"American Fable",01:36:04,96,"3/13/16"
"Ice Sharks",01:27:54,87,
"Frozen",01:37:58,97,5/14/02
"The Croods",01:37:54,97,"4/20/13"
"The Intern",02:01:28,121,
"Tie the Knot",01:31:22,91,"null"
"Lights Out",01:20:53,80,
"Decommissioned",01:18:57,78,"null"
"10 Cloverfield Lane",01:39:19,99,
"Godzilla",02:03:07,123,"6/13/14"
"Three Thirteen",01:24:09,84,"null"
"The Dark Tower",01:30:46,90,
"Extraction",01:22:20,82,
"Molot",01:50:02,110,"null"
"3 Headed Shark Attack",01:28:05,88,
"Pride and Prejudice and Zombies",01:37:44,97,
"24 Hours To Live",01:31:05,91,"1/26/18"
"Hachi",01:33:15,93,
"Cinderella",01:40:57,100,"3/13/15"
"Batman: The Dark Knight",02:32:13,152,
"Robot World",01:20:09,80,"null"
02:22:00,01:37:43,97,"1/26/18"
"Solace",01:40:22,100,"1/14/16"
"War Dogs",01:53:24,113,
"Kill'em All",01:29:54,89,
"Allied",01:58:39,118,"11/30/16"
"The Lego Batman Movie",01:39:46,99,3/17/03
"Fast & Furious 7",02:17:22,137,12/15/04
"Justice League Dark",01:12:40,72,
"Ant-Man",01:52:41,112,"10/16/15"
"Interstellar",02:48:58,168,12/14/11
"Atomic Blonde",01:50:57,110,
"The Good Dinosaur",01:29:45,89,
"Arrival",01:51:50,111,"1/20/17"
"Finding Dory",01:33:08,93,"6/17/16"
"Batman: Gotham by Gaslight",01:13:51,73,"null"
"Tom and Jerry: Willy Wonka and the Chocolate Factory",01:16:02,76,"null"
"Tom & Jerry: Back to Oz",01:20:46,80,
"Jurassic World",02:04:26,124,10/15/06
"Split",01:57:05,117,"null"
"King Arthur",02:01:07,121,12/17/05
"Self/less",01:56:54,116,12/16/05
"The SpongeBob Movie: Sponge Out of Water",01:29:08,89,1/15/12
"The Jungle Book",01:41:35,101,"4/15/16"
"The November Man",01:41:29,101,4/16/03
"Cell",01:35:16,95,"4/13/18"
"Executor",01:32:34,92,"null"
"Gold",01:57:04,117,
"Moana",01:42:49,102,"11/25/16"
"Megan Leavey",01:55:53,115,11/18/05
"The Legend of Tarzan",01:49:54,109,"7/19/16"
"Batman vs. Superman",02:31:36,151,"3/25/16"
"Storks",01:23:20,83,"9/23/16"
"Amelia 2.0",01:29:02,89,"null"
"Bridge of Spies",02:21:19,141,
"The Last Witch Hunter",01:46:56,106,"1/15/16"
"Terminator: Genisys",02:00:58,120,"8/23/15"
"The Revenant",02:35:03,155,"3/18/16"
"Coco",01:40:50,100,"11/24/17"
"Going in Style",01:32:25,92,
"Scales Mermaids Are Real",01:32:48,92,"null"
"Max Steel",01:32:05,92,1/16/11
"Sniper: Ultimate Kill",01:32:23,92,3/17/10
"The Lego Ninjago Movie",01:37:29,97,
"Black Panther",02:09:07,129,9/18/03
"Peter Rabbit",01:30:53,90,2/18/03
"Lone Wolves",01:27:16,87,"12/17/10"
"The Martian",02:21:32,141,"11/25/15"
"Mission: Impossible - Rogue Nation",02:06:09,126,8/15/09
"Thor: Ragnarok",02:05:33,125,3/17/11
"Frozen Fever",07:37:00,457,
"Tomb Raider",01:57:55,117,"3/16/18"
"Beauty and the Beast",02:04:38,124,"3/17/17"
"Happy Death Day",01:36:17,96,2/18/02
"Hollywood VIP",01:38:04,98,
"The Accountant",02:07:49,127,
"Hacksaw Ridge",02:18:30,138,8/16/12
"Warcraft",02:03:59,123,8/16/06
"Captain America 3",02:27:41,147,6/16/05
"First Kill",01:40:34,100,"null"
"Pirates of the Caribbean: Dead Men Tell No Tales",02:03:53,123,"5/26/17"
"xXx: The Return of Xander Cage",01:42:10,102,10/17/02
"Annihilation",01:53:52,113,"4/13/18"
"Wonder Woman",02:15:54,135,2/17/06
"Ready Player One",02:14:02,134,"3/30/18"
"Phantom Thread",02:10:30,130,"null"
"Kong: Skull Island",01:53:28,113,"3/24/17"
"Black Water",01:43:19,103,8/18/06
"The Hitman's Bodyguard",01:50:03,110,"9/22/17"
"Teenage Mutant Ninja Turtles 2",01:48:06,108,2/16/07
"A Dog's Purpose",01:40:06,100,3/17/03
"Geostorm",01:44:41,104,"10/27/17"
"Rampage",01:42:55,102,"4/13/18"
